region	chr	midPos	Nsites
(285,633)(100000,100349)(100000,150000)	JASDQU010736011.1	125000	350	0.547927
(878,1043)(54157,54334)(50000,100000)	JASDQU010736014.1	75000	167	0.109241
(1233,1260)(60979,61014)(50000,100000)	JASDQU010736017.1	75000	29	0.043832
(2834,3347)(200000,200541)(200000,250000)	JASDQU010736018.1	225000	515	0.430717
(183,3122)(358098,375071)(350000,400000)	JASDQU010736022.1	375000	2941	0.626318
(2650,2830)(55026,55216)(50000,100000)	JASDQU010736026.1	75000	182	0.030343
(114,990)(303182,304122)(300000,350000)	JASDQU010736036.1	325000	878	0.269221
(433,749)(161626,162008)(150000,200000)	JASDQU010736047.1	175000	318	0.064921
(750,1849)(204690,205805)(200000,250000)	JASDQU010736047.1	225000	1101	0.023625
(347,614)(50000,50551)(50000,100000)	JASDQU010736048.1	75000	269	0.074640
(615,678)(357392,357468)(350000,400000)	JASDQU010736048.1	375000	65	0.036298
(545,943)(381619,382029)(350000,400000)	JASDQU010736069.1	375000	400	0.018908
(944,1196)(408573,410615)(400000,450000)	JASDQU010736069.1	425000	254	0.015272
(679,1942)(448186,449755)(400000,450000)	JASDQU010736071.1	425000	1265	0.056009
(8,35)(329109,329146)(300000,350000)	JASDQU010736076.1	325000	29	0.012784
(224,785)(130007,130589)(100000,150000)	JASDQU010736087.1	125000	563	0.017451
(422,423)(88663,88664)(50000,100000)	JASDQU010736093.1	75000	3	0.055237
(358,1701)(350633,385785)(350000,400000)	JASDQU010736095.1	375000	1345	0.368829
(2107,2528)(250542,251064)(250000,300000)	JASDQU010736107.1	275000	423	0.580919
(1737,1928)(75369,75762)(50000,100000)	JASDQU010736108.1	75000	193	0.081067
(1929,2016)(394777,394944)(350000,400000)	JASDQU010736108.1	375000	89	0.392066
(113,374)(152508,169850)(150000,200000)	JASDQU010736121.1	175000	263	0.013785
(443,848)(451476,451932)(450000,500000)	JASDQU010736136.1	475000	407	0.097121
(849,1809)(728067,744927)(700000,750000)	JASDQU010736136.1	725000	962	0.410810
(1810,4163)(827454,830094)(800000,850000)	JASDQU010736136.1	825000	2355	0.512480
(549,1177)(152471,153116)(150000,200000)	JASDQU010736149.1	175000	630	0.177205
(286,566)(222546,222855)(200000,250000)	JASDQU010736150.1	225000	282	0.174793
(567,602)(386369,386416)(350000,400000)	JASDQU010736150.1	375000	37	0.068833
(71,139)(188289,188361)(150000,200000)	JASDQU010736156.1	175000	70	0.067365
(2229,2298)(70149,70283)(50000,100000)	JASDQU010736163.1	75000	71	0.130367
(1069,1249)(137251,137462)(100000,150000)	JASDQU010736164.1	125000	182	0.218982
(4,821)(244115,245007)(200000,250000)	JASDQU010736169.1	225000	819	0.050125
(822,2967)(275277,285823)(250000,300000)	JASDQU010736169.1	275000	2147	0.411851
(2968,3555)(342835,349564)(300000,350000)	JASDQU010736169.1	325000	589	0.026512
(3556,4005)(486392,486977)(450000,500000)	JASDQU010736169.1	475000	451	0.113958
(4006,4947)(737854,738795)(700000,750000)	JASDQU010736169.1	725000	943	0.187124
(130,225)(219898,220712)(200000,250000)	JASDQU010736171.1	225000	97	0.112402
(125,699)(251131,251950)(250000,300000)	JASDQU010736179.1	275000	576	-0.001013
(2316,2892)(264815,265393)(250000,300000)	JASDQU010736186.1	275000	578	0.057652
(139,1871)(134254,137856)(100000,150000)	JASDQU010736195.1	125000	1734	0.095402
(402,429)(226739,231406)(200000,250000)	JASDQU010736205.1	225000	29	0.021115
(117,470)(93313,93702)(50000,100000)	JASDQU010736227.1	75000	355	0.090545
(471,581)(222228,224654)(200000,250000)	JASDQU010736227.1	225000	112	0.048845
(582,610)(368826,368860)(350000,400000)	JASDQU010736227.1	375000	30	0.083628
(611,906)(410620,410936)(400000,450000)	JASDQU010736227.1	425000	297	0.495247
(324,723)(60426,61013)(50000,100000)	JASDQU010736234.1	75000	401	0.008098
(170,1677)(164365,199999)(150000,200000)	JASDQU010736236.1	175000	1509	0.155942
(1678,1717)(200000,200039)(200000,250000)	JASDQU010736236.1	225000	41	0.016981
(27,1471)(133708,141777)(100000,150000)	JASDQU010736242.1	125000	1446	0.071566
(770,1497)(424887,446078)(400000,450000)	JASDQU010736254.1	425000	729	0.811071
(146,917)(83052,85450)(50000,100000)	JASDQU010736260.1	75000	773	0.276632
(3636,8078)(50000,64995)(50000,100000)	JASDQU010736264.1	75000	4444	0.404510
(792,2314)(262802,282359)(250000,300000)	JASDQU010736274.1	275000	1524	0.045800
(2315,3168)(374386,390047)(350000,400000)	JASDQU010736274.1	375000	855	0.254261
(3169,3723)(401257,429270)(400000,450000)	JASDQU010736274.1	425000	556	0.063197
(252,253)(129256,129257)(100000,150000)	JASDQU010736277.1	125000	3	0.075040
(254,493)(264990,286673)(250000,300000)	JASDQU010736277.1	275000	241	0.072114
(1185,1914)(207663,208403)(200000,250000)	JASDQU010736279.1	225000	731	0.191392
(722,855)(191703,191840)(150000,200000)	JASDQU010736286.1	175000	135	0.049468
(2235,2368)(131671,131807)(100000,150000)	JASDQU010736304.1	125000	135	0.054146
(2369,3263)(165201,170938)(150000,200000)	JASDQU010736304.1	175000	896	0.027166
(3264,3409)(228182,233915)(200000,250000)	JASDQU010736304.1	225000	147	0.008595
(547,776)(107711,146277)(100000,150000)	JASDQU010736305.1	125000	231	0.057812
(777,962)(248571,248883)(200000,250000)	JASDQU010736305.1	225000	187	0.034396
(963,2797)(377082,394422)(350000,400000)	JASDQU010736305.1	375000	1836	0.264613
(125,398)(249689,249966)(200000,250000)	JASDQU010736306.1	225000	275	0.002462
(359,1184)(50203,51036)(50000,100000)	JASDQU010736307.1	75000	827	0.174584
(2354,2929)(99388,99963)(50000,100000)	JASDQU010736308.1	75000	577	0.782988
(161,524)(194482,194897)(150000,200000)	JASDQU010736309.1	175000	365	0.091549
(4969,6092)(298872,299999)(250000,300000)	JASDQU010736322.1	275000	1125	0.707910
(534,2685)(55607,85771)(50000,100000)	JASDQU010736332.1	75000	2153	0.406703
(2686,4058)(329031,330426)(300000,350000)	JASDQU010736332.1	325000	1374	0.468783
(131,341)(381201,381423)(350000,400000)	JASDQU010736339.1	375000	212	0.271451
(1015,1156)(63801,64137)(50000,100000)	JASDQU010736342.1	75000	143	0.010636
(393,874)(87729,89937)(50000,100000)	JASDQU010736343.1	75000	483	0.027742
(379,1067)(90494,91209)(50000,100000)	JASDQU010736347.1	75000	690	0.268159
(442,1514)(69683,74748)(50000,100000)	JASDQU010736349.1	75000	1074	0.383580
(444,1408)(162545,182722)(150000,200000)	JASDQU010736352.1	175000	966	0.257143
(1409,1480)(231922,232026)(200000,250000)	JASDQU010736352.1	225000	73	0.096471
(1481,1538)(347044,347120)(300000,350000)	JASDQU010736352.1	325000	59	0.247942
(48,2065)(62417,87057)(50000,100000)	JASDQU010736360.1	75000	2019	0.152163
(108,110)(50876,50880)(50000,100000)	JASDQU010736363.1	75000	4	0.059349
(420,521)(282751,282865)(250000,300000)	JASDQU010736368.1	275000	103	-0.025025
(455,587)(197011,197156)(150000,200000)	JASDQU010736377.1	175000	134	0.081643
(5524,5584)(338492,338593)(300000,350000)	JASDQU010736381.1	325000	62	0.051427
(1925,2165)(87678,87963)(50000,100000)	JASDQU010736389.1	75000	242	0.167648
(303,569)(258962,259315)(250000,300000)	JASDQU010736392.1	275000	268	0.483147
(52,459)(625609,626017)(600000,650000)	JASDQU010736402.1	625000	409	0.014858
(1181,3363)(50000,52264)(50000,100000)	JASDQU010736405.1	75000	2184	0.354302
(36,1181)(184551,196796)(150000,200000)	JASDQU010736418.1	175000	1147	0.437356
(1182,1227)(338920,338967)(300000,350000)	JASDQU010736418.1	325000	47	0.085244
(1228,1988)(359699,391899)(350000,400000)	JASDQU010736418.1	375000	762	0.081005
(1989,3157)(443109,447777)(400000,450000)	JASDQU010736418.1	425000	1170	0.364378
(19,322)(210796,211348)(200000,250000)	JASDQU010736425.1	225000	305	0.024500
(323,515)(260933,261177)(250000,300000)	JASDQU010736425.1	275000	194	0.318063
(373,630)(270428,270771)(250000,300000)	JASDQU010736428.1	275000	259	0.035083
(631,743)(366832,367998)(350000,400000)	JASDQU010736428.1	375000	114	0.098441
(744,745)(430058,430059)(400000,450000)	JASDQU010736428.1	425000	3	0.049167
(1558,2032)(137145,145831)(100000,150000)	JASDQU010736438.1	125000	476	0.047528
(2033,2328)(213601,214073)(200000,250000)	JASDQU010736438.1	225000	297	0.038392
(608,1348)(125685,129319)(100000,150000)	JASDQU010736441.1	125000	742	0.208654
(1024,4540)(58681,64546)(50000,100000)	JASDQU010736446.1	75000	3518	0.266021
(4541,14076)(264200,275564)(250000,300000)	JASDQU010736446.1	275000	9537	0.431889
(14077,14688)(398985,399600)(350000,400000)	JASDQU010736446.1	375000	613	0.176649
(68,96)(215919,246399)(200000,250000)	JASDQU010736454.1	225000	30	-0.002766
(97,101)(269790,269798)(250000,300000)	JASDQU010736454.1	275000	6	-0.003858
(102,586)(308572,309115)(300000,350000)	JASDQU010736454.1	325000	486	0.067766
(46,453)(176638,177106)(150000,200000)	JASDQU010736459.1	175000	409	0.437487
(267,1251)(109830,124652)(100000,150000)	JASDQU010736469.1	125000	986	0.421001
(361,380)(106828,106848)(100000,150000)	JASDQU010736472.1	125000	21	0.763548
(381,580)(197438,197656)(150000,200000)	JASDQU010736472.1	175000	201	0.770892
(109,830)(103958,106435)(100000,150000)	JASDQU010736490.1	125000	723	0.132083
(673,2088)(502430,527345)(500000,550000)	JASDQU010736499.1	525000	1417	0.034261
(2089,2345)(562963,563316)(550000,600000)	JASDQU010736499.1	575000	258	-0.036716
(715,1305)(279401,280028)(250000,300000)	JASDQU010736507.1	275000	592	0.687633
(1306,2061)(329818,330793)(300000,350000)	JASDQU010736507.1	325000	757	0.138779
(398,865)(230067,245278)(200000,250000)	JASDQU010736510.1	225000	469	0.025475
(968,1185)(168504,168749)(150000,200000)	JASDQU010736530.1	175000	219	0.207966
(26,488)(172612,183879)(150000,200000)	JASDQU010736542.1	175000	464	0.038402
(14,606)(261977,262673)(250000,300000)	JASDQU010736567.1	275000	594	0.411006
(320,1110)(108250,109042)(100000,150000)	JASDQU010736569.1	125000	792	0.628163
(1111,1506)(226947,227343)(200000,250000)	JASDQU010736569.1	225000	397	0.048175
(641,1369)(179974,180773)(150000,200000)	JASDQU010736570.1	175000	730	0.202309
(466,590)(319590,319827)(300000,350000)	JASDQU010736584.1	325000	126	0.079920
(591,1540)(363387,384851)(350000,400000)	JASDQU010736584.1	375000	951	0.132308
(233,1199)(65700,66676)(50000,100000)	JASDQU010736605.1	75000	968	0.196539
(30,2471)(58056,72867)(50000,100000)	JASDQU010736607.1	75000	2443	0.397934
(191,566)(247284,247686)(200000,250000)	JASDQU010736615.1	225000	377	0.050112
(567,642)(324380,324572)(300000,350000)	JASDQU010736615.1	325000	77	0.099665
(643,1826)(548787,549999)(500000,550000)	JASDQU010736615.1	525000	1185	0.636397
(1891,6550)(222346,247977)(200000,250000)	JASDQU010736616.1	225000	4661	0.256039
(6551,6594)(388909,389241)(350000,400000)	JASDQU010736616.1	375000	45	0.121520
(6595,6693)(400281,418599)(400000,450000)	JASDQU010736616.1	425000	100	0.034102
(6694,6810)(474671,474799)(450000,500000)	JASDQU010736616.1	475000	118	0.031504
(575,953)(359617,360014)(350000,400000)	JASDQU010736624.1	375000	380	0.030730
(307,945)(221468,239587)(200000,250000)	JASDQU010736634.1	225000	640	0.172711
(104,840)(210648,211449)(200000,250000)	JASDQU010736651.1	225000	738	0.395415
(841,1486)(287843,288516)(250000,300000)	JASDQU010736651.1	275000	647	0.834267
(769,3345)(57555,63099)(50000,100000)	JASDQU010736676.1	75000	2578	0.767074
(226,440)(279086,279324)(250000,300000)	JASDQU010736680.1	275000	216	0.065827
(441,1351)(302788,303716)(300000,350000)	JASDQU010736680.1	325000	912	0.294130
(1149,1476)(169509,192635)(150000,200000)	JASDQU010736690.1	175000	329	0.067531
(524,1904)(208231,218574)(200000,250000)	JASDQU010736692.1	225000	1382	0.081962
(1905,2460)(270631,271241)(250000,300000)	JASDQU010736692.1	275000	557	0.255067
(2461,2585)(491948,492082)(450000,500000)	JASDQU010736692.1	475000	126	0.329927
(2586,2651)(618909,619028)(600000,650000)	JASDQU010736692.1	625000	67	0.040636
(2652,3378)(773378,792770)(750000,800000)	JASDQU010736692.1	775000	728	0.214424
(686,728)(339522,339578)(300000,350000)	JASDQU010736718.1	325000	44	0.835084
(729,1053)(366726,367171)(350000,400000)	JASDQU010736718.1	375000	326	0.751684
(358,1565)(351166,352493)(350000,400000)	JASDQU010736720.1	375000	1209	0.775400
(57,559)(101593,102311)(100000,150000)	JASDQU010736744.1	125000	504	0.041285
(647,3252)(109724,114320)(100000,150000)	JASDQU010736755.1	125000	2607	0.305264
(38,117)(232808,232893)(200000,250000)	JASDQU010736768.1	225000	81	0.024526
(629,1152)(78645,79191)(50000,100000)	JASDQU010736771.1	75000	525	-0.001507
(219,1740)(55550,81635)(50000,100000)	JASDQU010736778.1	75000	1523	0.748806
(1741,4371)(235174,237974)(200000,250000)	JASDQU010736778.1	225000	2632	0.792823
(4140,5573)(50779,55671)(50000,100000)	JASDQU010736780.1	75000	1435	0.547996
(5574,6349)(206956,207732)(200000,250000)	JASDQU010736780.1	225000	777	0.669303
(678,701)(50567,50594)(50000,100000)	JASDQU010736784.1	75000	25	0.077693
(211,1575)(66261,75560)(50000,100000)	JASDQU010736810.1	75000	1366	0.143186
(522,1119)(145487,148344)(100000,150000)	JASDQU010736818.1	125000	599	0.003254
(1461,1707)(68897,94319)(50000,100000)	JASDQU010736822.1	75000	248	0.093705
(511,1416)(227394,229004)(200000,250000)	JASDQU010736832.1	225000	907	0.522262
(1417,2731)(308908,320781)(300000,350000)	JASDQU010736832.1	325000	1316	0.678759
(2732,3954)(366878,369700)(350000,400000)	JASDQU010736832.1	375000	1224	0.757620
(113,863)(121519,122317)(100000,150000)	JASDQU010736834.1	125000	752	0.389713
(2997,3314)(165393,165870)(150000,200000)	JASDQU010736845.1	175000	319	0.010877
(582,1580)(104666,142583)(100000,150000)	JASDQU010736850.1	125000	1000	0.199551
(55,1098)(246273,247331)(200000,250000)	JASDQU010736856.1	225000	1045	0.136846
(194,921)(459339,482957)(450000,500000)	JASDQU010736857.1	475000	729	0.135588
(193,340)(59000,59160)(50000,100000)	JASDQU010736858.1	75000	149	0.020595
(1359,1695)(107262,107601)(100000,150000)	JASDQU010736859.1	125000	338	0.090979
(68,1619)(137146,138698)(100000,150000)	JASDQU010736887.1	125000	1553	0.291117
(1620,1676)(155551,155608)(150000,200000)	JASDQU010736887.1	175000	58	0.085897
(353,868)(147084,147635)(100000,150000)	JASDQU010736912.1	125000	517	0.099510
(251,331)(191698,191799)(150000,200000)	JASDQU010736917.1	175000	82	0.232179
(4845,5589)(50118,63076)(50000,100000)	JASDQU010736919.1	75000	746	0.539138
(118,771)(79579,80233)(50000,100000)	JASDQU010736920.1	75000	655	0.287456
(1526,4333)(200663,204113)(200000,250000)	JASDQU010736921.1	225000	2809	0.440245
(4334,4636)(384779,385287)(350000,400000)	JASDQU010736921.1	375000	304	0.029593
(945,1001)(92987,93115)(50000,100000)	JASDQU010736931.1	75000	58	0.034549
(111,515)(50000,50967)(50000,100000)	JASDQU010736949.1	75000	406	0.451548
(83,963)(140770,141691)(100000,150000)	JASDQU010737017.1	125000	882	0.342187
(36,567)(468527,487771)(450000,500000)	JASDQU010737019.1	475000	533	0.108736
(568,891)(526079,526517)(500000,550000)	JASDQU010737019.1	525000	325	0.184443
(892,1644)(612250,628519)(600000,650000)	JASDQU010737019.1	625000	754	0.189877
(1131,3374)(200563,237467)(200000,250000)	JASDQU010737021.1	225000	2245	0.171261
(1960,2964)(227622,231087)(200000,250000)	JASDQU010737061.1	225000	1006	0.159164
(893,1460)(133369,133947)(100000,150000)	JASDQU010737114.1	125000	569	0.637136
(646,715)(144074,144181)(100000,150000)	JASDQU010737125.1	125000	71	0.066127
(303,3231)(60200,81942)(50000,100000)	JASDQU010737126.1	75000	2930	0.040286
(343,663)(322920,323245)(300000,350000)	JASDQU010737131.1	325000	322	0.367409
(1536,2387)(114083,115278)(100000,150000)	JASDQU010737147.1	125000	853	0.198806
(634,1055)(255709,293502)(250000,300000)	JASDQU010737177.1	275000	423	0.171785
(739,2302)(50654,70264)(50000,100000)	JASDQU010737195.1	75000	1565	0.322912
(226,3567)(56940,80717)(50000,100000)	JASDQU010737211.1	75000	3343	0.395736
(10287,11321)(250487,251577)(250000,300000)	JASDQU010737219.1	275000	1036	0.248545
(59,355)(100000,132254)(100000,150000)	JASDQU010737222.1	125000	298	0.072871
(756,2993)(238171,240600)(200000,250000)	JASDQU010737237.1	225000	2239	0.400943
(2994,4126)(250201,251377)(250000,300000)	JASDQU010737237.1	275000	1134	0.336730
(2078,2318)(72508,72855)(50000,100000)	JASDQU010737240.1	75000	242	0.058028
(2319,2414)(226083,226205)(200000,250000)	JASDQU010737240.1	225000	97	0.043334
(2415,2982)(357719,358468)(350000,400000)	JASDQU010737240.1	375000	569	0.018581
(515,1400)(83509,84400)(50000,100000)	JASDQU010737248.1	75000	887	0.263456
(120,1150)(363631,364735)(350000,400000)	JASDQU010737251.1	375000	1032	0.373476
(1963,3374)(50000,54576)(50000,100000)	JASDQU010737271.1	75000	1413	0.446119
(416,425)(260666,260676)(250000,300000)	JASDQU010737287.1	275000	11	0.130024
(426,497)(313520,313602)(300000,350000)	JASDQU010737287.1	325000	73	0.083638
(947,1294)(75040,75593)(50000,100000)	JASDQU010737288.1	75000	349	-0.008194
(136,812)(171260,174525)(150000,200000)	JASDQU010737290.1	175000	678	0.014369
(3083,4551)(443708,449999)(400000,450000)	JASDQU010737307.1	425000	1470	0.417150
(319,441)(67775,68102)(50000,100000)	JASDQU010737313.1	75000	124	0.139274
(2057,2499)(149115,149579)(100000,150000)	JASDQU010737323.1	125000	444	0.898989
(2500,4355)(183802,191528)(150000,200000)	JASDQU010737323.1	175000	1857	0.758503
(1837,2861)(200000,225640)(200000,250000)	JASDQU010737329.1	225000	1026	0.463814
(2862,3022)(280905,281071)(250000,300000)	JASDQU010737329.1	275000	162	-0.023235
(787,1402)(100000,100707)(100000,150000)	JASDQU010737333.1	125000	617	0.201132
(313,313)(186406,186406)(150000,200000)	JASDQU010737338.1	175000	2	0.035470
(159,774)(50000,51141)(50000,100000)	JASDQU010737345.1	75000	617	0.164235
(983,1218)(105832,106804)(100000,150000)	JASDQU010737364.1	125000	237	0.430745
(921,3060)(155341,193743)(150000,200000)	JASDQU010737381.1	175000	2141	0.617540
(129,829)(58562,59750)(50000,100000)	JASDQU010737395.1	75000	702	0.145177
(93,645)(320701,321268)(300000,350000)	JASDQU010737411.1	325000	554	0.557675
(646,1422)(370284,379581)(350000,400000)	JASDQU010737411.1	375000	778	0.514322
(1423,3162)(400489,402940)(400000,450000)	JASDQU010737411.1	425000	1741	0.494954
(3163,3245)(493519,493625)(450000,500000)	JASDQU010737411.1	475000	84	0.051967
(2719,2787)(193990,194113)(150000,200000)	JASDQU010737414.1	175000	70	0.056420
(2788,3022)(343981,344690)(300000,350000)	JASDQU010737414.1	325000	236	0.018065
(3023,4147)(378719,380054)(350000,400000)	JASDQU010737414.1	375000	1126	0.322094
(4148,4588)(418063,418685)(400000,450000)	JASDQU010737414.1	425000	442	0.310835
(7,523)(409257,409777)(400000,450000)	JASDQU010737418.1	425000	518	-0.000154
(437,444)(136895,136921)(100000,150000)	JASDQU010737436.1	125000	9	0.097999
(968,3182)(53742,99011)(50000,100000)	JASDQU010737473.1	75000	2216	0.451419
(137,683)(140769,141406)(100000,150000)	JASDQU010737474.1	125000	548	0.032845
(378,538)(98178,98339)(50000,100000)	JASDQU010737488.1	75000	162	0.029695
(1739,5317)(50230,99304)(50000,100000)	JASDQU010737489.1	75000	3580	0.665964
(292,811)(90483,91090)(50000,100000)	JASDQU010737508.1	75000	521	0.155129
(812,1117)(117080,133166)(100000,150000)	JASDQU010737508.1	125000	307	0.047126
(446,602)(55332,55489)(50000,100000)	JASDQU010737520.1	75000	158	0.375309
(603,729)(115492,115619)(100000,150000)	JASDQU010737520.1	125000	128	0.006367
(730,1153)(153024,153484)(150000,200000)	JASDQU010737520.1	175000	425	0.204215
(266,313)(176556,176617)(150000,200000)	JASDQU010737536.1	175000	49	0.003620
(314,788)(293299,293922)(250000,300000)	JASDQU010737536.1	275000	476	0.027077
(789,973)(378158,378342)(350000,400000)	JASDQU010737536.1	375000	186	0.097384
(69,223)(50368,50543)(50000,100000)	JASDQU010737549.1	75000	156	0.042292
(224,560)(240950,241330)(200000,250000)	JASDQU010737549.1	225000	338	0.030942
(365,6819)(92746,99745)(50000,100000)	JASDQU010737551.1	75000	6456	0.708668
(1908,2359)(214208,214664)(200000,250000)	JASDQU010737562.1	225000	453	0.020864
(196,333)(189558,189696)(150000,200000)	JASDQU010737580.1	175000	139	0.042556
(1342,1743)(299081,299638)(250000,300000)	JASDQU010737607.1	275000	403	0.344988
(147,2704)(104635,108676)(100000,150000)	JASDQU010737634.1	125000	2559	0.658567
(14,108)(323994,324104)(300000,350000)	JASDQU010737637.1	325000	96	0.020357
(64,1472)(141019,142616)(100000,150000)	JASDQU010737639.1	125000	1410	0.552205
(40,960)(110667,111589)(100000,150000)	JASDQU010737652.1	125000	922	0.658556
(961,1859)(256987,297627)(250000,300000)	JASDQU010737652.1	275000	900	0.323251
(243,378)(457955,458193)(450000,500000)	JASDQU010737653.1	475000	137	0.622614
(246,441)(160075,160518)(150000,200000)	JASDQU010737655.1	175000	197	0.014077
(442,495)(214948,215024)(200000,250000)	JASDQU010737655.1	225000	55	0.117072
(667,695)(225672,225748)(200000,250000)	JASDQU010737709.1	225000	30	0.040413
(696,1439)(354214,354959)(350000,400000)	JASDQU010737709.1	375000	745	0.264243
(11,173)(155367,155533)(150000,200000)	JASDQU010737720.1	175000	164	0.075018
(1954,2015)(68692,68778)(50000,100000)	JASDQU010737723.1	75000	63	0.176918
(476,568)(108915,109385)(100000,150000)	JASDQU010737726.1	125000	94	0.053804
(620,648)(147899,147931)(100000,150000)	JASDQU010737739.1	125000	30	0.014133
(889,1032)(64818,64964)(50000,100000)	JASDQU010737779.1	75000	145	0.027338
(676,800)(97024,97150)(50000,100000)	JASDQU010737784.1	75000	126	0.113067
(801,921)(180891,181022)(150000,200000)	JASDQU010737784.1	175000	122	0.094948
(922,991)(208403,208549)(200000,250000)	JASDQU010737784.1	225000	71	0.133826
(248,1807)(53983,78502)(50000,100000)	JASDQU010737786.1	75000	1561	0.238419
(1808,2084)(183063,183454)(150000,200000)	JASDQU010737786.1	175000	278	0.050497
(2251,2491)(100000,141785)(100000,150000)	JASDQU010737787.1	125000	242	0.034778
(2492,2926)(173745,174250)(150000,200000)	JASDQU010737787.1	175000	436	0.404739
(543,1608)(59052,78441)(50000,100000)	JASDQU010737802.1	75000	1067	0.128268
(1609,2047)(217297,217827)(200000,250000)	JASDQU010737802.1	225000	440	0.024580
(43,168)(331730,336504)(300000,350000)	JASDQU010737803.1	325000	127	0.013549
(273,926)(78092,78749)(50000,100000)	JASDQU010737809.1	75000	655	0.239693
(95,2676)(181853,184716)(150000,200000)	JASDQU010737824.1	175000	2583	0.486266
(1931,2392)(171119,171613)(150000,200000)	JASDQU010737827.1	175000	463	0.052271
(1597,2062)(159374,159901)(150000,200000)	JASDQU010737838.1	175000	467	0.300745
(169,1375)(116591,117883)(100000,150000)	JASDQU010737839.1	125000	1208	0.225269
(643,782)(108998,109140)(100000,150000)	JASDQU010737845.1	125000	141	0.179590
(27,645)(300229,300870)(300000,350000)	JASDQU010737868.1	325000	620	0.519717
(352,628)(402154,402555)(400000,450000)	JASDQU010737870.1	425000	278	0.206334
(1240,1602)(268764,269145)(250000,300000)	JASDQU010737873.1	275000	364	0.332761
(1603,2586)(389913,390900)(350000,400000)	JASDQU010737873.1	375000	985	0.077949
(2587,3131)(545093,545642)(500000,550000)	JASDQU010737873.1	525000	546	0.020993
(118,1324)(301054,302344)(300000,350000)	JASDQU010737874.1	325000	1208	0.250238
(410,543)(144436,144570)(100000,150000)	JASDQU010737875.1	125000	135	0.109032
(307,1176)(171078,172095)(150000,200000)	JASDQU010737890.1	175000	871	0.407906
(800,900)(177919,178101)(150000,200000)	JASDQU010737898.1	175000	102	0.794941
(212,724)(155591,156116)(150000,200000)	JASDQU010737912.1	175000	514	0.179515
(708,1266)(367419,367977)(350000,400000)	JASDQU010737927.1	375000	560	0.011696
(1267,5760)(423510,428894)(400000,450000)	JASDQU010737927.1	425000	4495	0.234338
(5761,6126)(538508,542560)(500000,550000)	JASDQU010737927.1	525000	367	0.092056
(6127,8598)(554831,589585)(550000,600000)	JASDQU010737927.1	575000	2473	0.581029
(2156,3160)(361518,362527)(350000,400000)	JASDQU010737929.1	375000	1006	0.553090
(968,1922)(111310,148590)(100000,150000)	JASDQU010737947.1	125000	956	0.044624
(1923,2245)(215396,215838)(200000,250000)	JASDQU010737947.1	225000	324	0.054888
(355,509)(223848,224067)(200000,250000)	JASDQU010737959.1	225000	156	0.399188
(14,1767)(145952,148898)(100000,150000)	JASDQU010737963.1	125000	1755	0.149778
(167,338)(258503,258676)(250000,300000)	JASDQU010737965.1	275000	173	0.582406
(213,1845)(63591,66397)(50000,100000)	JASDQU010737972.1	75000	1634	0.288715
(291,536)(59492,59754)(50000,100000)	JASDQU010737979.1	75000	247	0.281828
(537,6794)(262549,273227)(250000,300000)	JASDQU010737979.1	275000	6259	0.413567
(1529,2121)(375984,376615)(350000,400000)	JASDQU010738002.1	375000	594	0.347606
(183,972)(119032,120036)(100000,150000)	JASDQU010738011.1	125000	791	0.101250
(1408,1645)(125856,126196)(100000,150000)	JASDQU010738020.1	125000	239	0.031276
(1646,1996)(220932,221634)(200000,250000)	JASDQU010738020.1	225000	352	0.100108
(1997,5131)(261157,299753)(250000,300000)	JASDQU010738020.1	275000	3136	0.134314
(5132,5179)(302940,302988)(300000,350000)	JASDQU010738020.1	325000	49	0.050316
(5180,6198)(448850,449993)(400000,450000)	JASDQU010738020.1	425000	1020	0.428403
(6199,9271)(452365,499886)(450000,500000)	JASDQU010738020.1	475000	3074	0.132164
(9272,9594)(557623,557996)(550000,600000)	JASDQU010738020.1	575000	324	0.495620
(112,285)(244592,244769)(200000,250000)	JASDQU010738023.1	225000	175	0.422866
(507,1308)(72735,73543)(50000,100000)	JASDQU010738024.1	75000	803	0.070996
(1309,1312)(120162,120165)(100000,150000)	JASDQU010738024.1	125000	5	0.055492
(1313,1523)(184485,184754)(150000,200000)	JASDQU010738024.1	175000	212	0.191584
(1524,1639)(239759,239889)(200000,250000)	JASDQU010738024.1	225000	117	0.093672
(704,1095)(167983,168387)(150000,200000)	JASDQU010738029.1	175000	393	0.557284
(696,723)(153647,153918)(150000,200000)	JASDQU010738036.1	175000	29	0.106358
(3223,3782)(160779,162411)(150000,200000)	JASDQU010738043.1	175000	561	0.058544
(130,149)(153176,153215)(150000,200000)	JASDQU010738054.1	175000	21	0.299711
(412,438)(198704,198737)(150000,200000)	JASDQU010738056.1	175000	28	0.046301
(945,961)(92038,92065)(50000,100000)	JASDQU010738067.1	75000	18	0.024738
(1998,2178)(82166,82348)(50000,100000)	JASDQU010738077.1	75000	182	0.740023
(79,1567)(64932,66431)(50000,100000)	JASDQU010738083.1	75000	1490	0.783639
(88,973)(123848,124750)(100000,150000)	JASDQU010738101.1	125000	887	0.552994
(1007,1089)(199910,199999)(150000,200000)	JASDQU010738124.1	175000	84	0.083826
(263,616)(67392,67830)(50000,100000)	JASDQU010738135.1	75000	355	0.866690
(257,1569)(171404,172743)(150000,200000)	JASDQU010738164.1	175000	1314	0.626337
(3384,3452)(79464,79540)(50000,100000)	JASDQU010738174.1	75000	70	0.108580
